Date,LandAverageTemperature,LandAndOceanAverageTemperature
2012-11,7.1560000000000015,15.001
2012-12,4.102,14.138
2013-01,3.685,14.117
2013-02,4.222,14.359000000000002
2013-03,6.261,14.952
2013-04,9.044,15.749
2013-05,12.195,16.608999999999998
2013-06,14.568,17.257
2013-07,15.003,17.503
2013-08,14.742,17.462
2013-09,13.154000000000002,16.894000000000002
2013-10,10.255999999999998,15.905
2013-11,7.423999999999999,15.107
2013-12,4.724,14.339
2014-01,3.732,14.136
2014-02,3.5,14.157
2014-03,6.377999999999999,15.09
2014-04,9.589,16.038
2014-05,12.582,16.804000000000002
2014-06,14.335,17.303
2014-07,14.873,17.508
2014-08,14.875,17.607
2014-09,13.091,16.975
2014-10,10.33,16.029
2014-11,6.712999999999999,14.899
2014-12,4.85,14.41
2015-01,3.881,14.255
2015-02,4.664,14.564
2015-03,6.74,15.193
2015-04,9.313,15.962
2015-05,12.312,16.774
2015-06,14.505,17.39
2015-07,15.050999999999998,17.611
2015-08,14.755,17.589000000000002
2015-09,12.999,17.049
2015-10,10.800999999999998,16.29
2015-11,7.433,15.252
2015-12,5.518,14.774
